query_player,relevant_player,rank,top_1_player,top_5_players,query_text
Enner Valencia,Enner Valencia,1,Enner Valencia,Enner Valencia | Talles Magno | Martin Terrier | Alan Patrick | Daishawn Redan,"Enner Valencia is a ECU football player who plays for Internacional as a forward (FW). Age: 35 Born: 1989. Attacking output: goals 1, assists 0, expected_goals 2.4, expected_assists 0.1, non_penalty_expected_goals 2.4, expected_goal_involvements 0.51. Progression: progressive_carries 11, progressive_passes 3, progressive_receptions 30. Usage: matches_played 9, starts 5, minutes_played 444, full_match_equivalents 4.9. Discipline: yellow_cards 0, red_cards 0."
Vanderlan,Vanderlan,1,Vanderlan,Vanderlan | Kaiky Naves | Kevyson | David Akpan Ankeye | João Lucas,"Vanderlan is a BRA football player who plays for Palmeiras as a defender (DF). Age: 22 Born: 2002. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 2, progressive_passes 0, progressive_receptions 1. Usage: matches_played 1, starts 1, minutes_played 45, full_match_equivalents 0.5. Discipline: yellow_cards 0, red_cards 0."
Guillermo Varela,Guillermo Varela,1,Guillermo Varela,Guillermo Varela | Matías Viña | Yerson Mosquera | Junior Ndiaye | Allan,"Guillermo Varela is a URU football player who plays for Flamengo as a defender, midfielder (DF,MF). Age: 32 Born: 1993. Attacking output: goals 0, assists 2, expected_goals 0.0, expected_assists 0.4, non_penalty_expected_goals 0.0, expected_goal_involvements 0.1. Progression: progressive_carries 7, progressive_passes 21, progressive_receptions 36. Usage: matches_played 8, starts 4, minutes_played 441, full_match_equivalents 4.9. Discipline: yellow_cards 0, red_cards 0."
Pablo Vegetti,Pablo Vegetti,1,Pablo Vegetti,Pablo Vegetti | Jorge de Frutos | Hugo Moura | Paulinho | Juan Nardoni,"Pablo Vegetti is a ARG football player who plays for Vasco da Gama as a forward (FW). Age: 36 Born: 1988. Attacking output: goals 8, assists 1, expected_goals 6.3, expected_assists 1.0, non_penalty_expected_goals 6.3, expected_goal_involvements 0.6. Progression: progressive_carries 3, progressive_passes 10, progressive_receptions 27. Usage: matches_played 13, starts 12, minutes_played 1087, full_match_equivalents 12.1. Discipline: yellow_cards 2, red_cards 0."
Raphael Veiga,Raphael Veiga,1,Raphael Veiga,Raphael Veiga | Ross Barkley | Igor Gomes | Aleksei Miranchuk | José López,"Raphael Veiga is a BRA football player who plays for Palmeiras as a midfielder (MF). Age: 30 Born: 1995. Attacking output: goals 0, assists 1, expected_goals 0.6, expected_assists 0.3, non_penalty_expected_goals 0.6, expected_goal_involvements 0.37. Progression: progressive_carries 3, progressive_passes 15, progressive_receptions 11. Usage: matches_played 6, starts 3, minutes_played 230, full_match_equivalents 2.6. Discipline: yellow_cards 0, red_cards 0."
Fausto Vera,Fausto Vera,1,Fausto Vera,Fausto Vera | Iván Román | Tomás Cuello | Alan Franco | Thomas Ortega,"Fausto Vera is a ARG football player who plays for Atlético Mineiro as a midfielder (MF). Age: 25 Born: 2000. Attacking output: goals 1, assists 0, expected_goals 0.4, expected_assists 0.1, non_penalty_expected_goals 0.4, expected_goal_involvements 0.12. Progression: progressive_carries 5, progressive_passes 22, progressive_receptions 6. Usage: matches_played 7, starts 5, minutes_played 439, full_match_equivalents 4.9. Discipline: yellow_cards 1, red_cards 0."
Gabriel Veron,Gabriel Veron,1,Gabriel Veron,Gabriel Veron | Christopher Scott | Duane Holmes | Tiago Machado | Mickaël Biron,"Gabriel Veron is a BRA football player who plays for Santos as a forward, midfielder (FW,MF). Age: 22 Born: 2002. Attacking output: goals 0, assists 0, expected_goals 0.2, expected_assists 0.2, non_penalty_expected_goals 0.2, expected_goal_involvements 0.29. Progression: progressive_carries 5, progressive_passes 8, progressive_receptions 9. Usage: matches_played 6, starts 1, minutes_played 122, full_match_equivalents 1.4. Discipline: yellow_cards 0, red_cards 0."
João Victor,João Victor,1,João Victor,João Victor | Christopher Operi | João Victor | Sidoine Fogning | João Pedro,"João Victor is a BRA football player who plays for Mirassol as a defender (DF). Age: 27 Born: 1997. Attacking output: goals 0, assists 1, expected_goals 0.2, expected_assists 0.7, non_penalty_expected_goals 0.2, expected_goal_involvements 0.07. Progression: progressive_carries 6, progressive_passes 22, progressive_receptions 4. Usage: matches_played 13, starts 13, minutes_played 1169, full_match_equivalents 13.0. Discipline: yellow_cards 2, red_cards 1."
João Victor,João Victor,1,João Victor,João Victor | João Pedro | João Pedro Pepê | João Rêgo | João Pedro,"João Victor is a BRA football player who plays for Ceará as a forward (FW). Age: 21 Born: 2004. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 1. Usage: matches_played 1, starts 0, minutes_played 6, full_match_equivalents 0.1. Discipline: yellow_cards 0, red_cards 0."
João Victor,João Victor,1,João Victor,João Victor | Victor Luis | Léo Jardim | Mateus Cocão | Hugo Moura,"João Victor is a BRA football player who plays for Vasco da Gama as a defender (DF). Age: 27 Born: 1998. Attacking output: goals 1, assists 0, expected_goals 1.6, expected_assists 0.1, non_penalty_expected_goals 1.6, expected_goal_involvements 0.12. Progression: progressive_carries 4, progressive_passes 60, progressive_receptions 6. Usage: matches_played 14, starts 14, minutes_played 1255, full_match_equivalents 13.9. Discipline: yellow_cards 3, red_cards 0."
Viery,Viery,1,Viery,Viery | Rodrigo Ely | Ronald | João Lucas | João Pedro,"Viery is a BRA football player who plays for Grêmio as a defender (DF). Age: 20 Born: 2005. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 1. Usage: matches_played 2, starts 0, minutes_played 31, full_match_equivalents 0.3. Discipline: yellow_cards 0, red_cards 0."
Lucas Villalba,Lucas Villalba,1,Lucas Villalba,Lucas Villalba | Martín Ortega | Iván Villalba | Álex Muñoz | Lucas Ramon,"Lucas Villalba is a ARG football player who plays for Cruzeiro as a defender (DF). Age: 30 Born: 1994. Attacking output: goals 1, assists 0, expected_goals 0.9, expected_assists 0.1, non_penalty_expected_goals 0.9, expected_goal_involvements 0.09. Progression: progressive_carries 13, progressive_passes 32, progressive_receptions 3. Usage: matches_played 11, starts 11, minutes_played 974, full_match_equivalents 10.8. Discipline: yellow_cards 3, red_cards 0."
Mathías Villasanti,Mathías Villasanti,1,Mathías Villasanti,Mathías Villasanti | Camilo | Igor Serrote | Matteo Pessina | Miguel Monsalve,"Mathías Villasanti is a PAR football player who plays for Grêmio as a midfielder (MF). Age: 28 Born: 1997. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.2, non_penalty_expected_goals 0.1, expected_goal_involvements 0.03. Progression: progressive_carries 8, progressive_passes 37, progressive_receptions 10. Usage: matches_played 12, starts 11, minutes_played 964, full_match_equivalents 10.7. Discipline: yellow_cards 5, red_cards 0."
Matías Viña,Matías Viña,1,Matías Viña,Matías Viña | Guillermo Varela | Ignacio Neira | Matí­as Rocha | Joaquín Lavega,"Matías Viña is a URU football player who plays for Flamengo as a defender (DF). Age: 27 Born: 1997. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 1, starts 0, minutes_played 8, full_match_equivalents 0.1. Discipline: yellow_cards 0, red_cards 0."
Vitão,Vitão,1,Vitão,Vitão | Jair Paula | Matheuzinho | Simão Bertelli | Marcos Antônio,"Vitão is a BRA football player who plays for Internacional as a defender (DF). Age: 25 Born: 2000. Attacking output: goals 0, assists 1, expected_goals 0.2, expected_assists 0.8, non_penalty_expected_goals 0.2, expected_goal_involvements 0.09. Progression: progressive_carries 7, progressive_passes 49, progressive_receptions 1. Usage: matches_played 11, starts 11, minutes_played 990, full_match_equivalents 11.0. Discipline: yellow_cards 2, red_cards 0."
Vitinho,Vitinho,1,Vitinho,Vitinho | Franco Rami | Wesley | Gabriel Carvalho | Lautaro Chávez,"Vitinho is a BRA football player who plays for Internacional as a forward (FW). Age: 26 Born: 1999. Attacking output: goals 0, assists 0, expected_goals 0.8, expected_assists 0.1, non_penalty_expected_goals 0.8, expected_goal_involvements 0.21. Progression: progressive_carries 3, progressive_passes 9, progressive_receptions 22. Usage: matches_played 8, starts 4, minutes_played 374, full_match_equivalents 4.2. Discipline: yellow_cards 2, red_cards 0."
Vitinho,Vitinho,1,Vitinho,Vitinho | Trevoh Chalobah | Ousseynou Niang | Gabriel | Alex Sola,"Vitinho is a BRA football player who plays for Botafogo (RJ) as a defender (DF). Age: 25 Born: 1999. Attacking output: goals 1, assists 0, expected_goals 0.7, expected_assists 1.0, non_penalty_expected_goals 0.7, expected_goal_involvements 0.14. Progression: progressive_carries 20, progressive_passes 32, progressive_receptions 80. Usage: matches_played 13, starts 13, minutes_played 1060, full_match_equivalents 11.8. Discipline: yellow_cards 1, red_cards 0."
Rayan Vitor,Rayan Vitor,1,Rayan Vitor,Rayan Vitor | Lukas Zuccarello | Luiz Gustavo | David | Hugo Moura,"Rayan Vitor is a BRA football player who plays for Vasco da Gama as a forward (FW). Age: 18 Born: 2006. Attacking output: goals 2, assists 1, expected_goals 2.2, expected_assists 0.9, non_penalty_expected_goals 2.2, expected_goal_involvements 0.29. Progression: progressive_carries 31, progressive_passes 25, progressive_receptions 77. Usage: matches_played 13, starts 11, minutes_played 965, full_match_equivalents 10.7. Discipline: yellow_cards 0, red_cards 0."
Tiago Volpi,Tiago Volpi,1,Tiago Volpi,Tiago Volpi | Andre Blake | Roman Bürki | Cássio | Léo Jardim,"Tiago Volpi is a BRA football player who plays for Grêmio as a goalkeeper (GK). Age: 34 Born: 1990. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 1. Usage: matches_played 14, starts 14, minutes_played 1260, full_match_equivalents 14.0. Discipline: yellow_cards 2, red_cards 0."
Wagner,Wagner,1,Wagner,Wagner | Marlon | Ridgeciano Haps | Giovanni Leoni | Tiago Volpi,"Wagner is a BRA football player who plays for Grêmio as a defender (DF). Age: 25 Born: 1999. Attacking output: goals 0, assists 1, expected_goals 1.2, expected_assists 0.7, non_penalty_expected_goals 1.2, expected_goal_involvements 0.14. Progression: progressive_carries 4, progressive_passes 30, progressive_receptions 1. Usage: matches_played 14, starts 14, minutes_played 1199, full_match_equivalents 13.3. Discipline: yellow_cards 2, red_cards 0."
Walace,Walace,1,Walace,Walace | Alex Santana | Murilo Rhikman | Rezende | Marlon,"Walace is a BRA football player who plays for Cruzeiro as a midfielder (MF). Age: 30 Born: 1995. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 1, progressive_passes 7, progressive_receptions 0. Usage: matches_played 6, starts 1, minutes_played 104, full_match_equivalents 1.2. Discipline: yellow_cards 1, red_cards 0."
Wallace,Wallace,1,Wallace,Wallace | Bruno Henrique | Gustavo Prado | Mateusz Kowalski | Matheus Gonçalves,"Wallace is a BRA football player who plays for Flamengo as a midfielder, forward (MF,FW). Age: 20 Born: 2005. Attacking output: goals 1, assists 1, expected_goals 0.4, expected_assists 0.7, non_penalty_expected_goals 0.4, expected_goal_involvements 1.74. Progression: progressive_carries 1, progressive_passes 3, progressive_receptions 8. Usage: matches_played 5, starts 0, minutes_played 56, full_match_equivalents 0.6. Discipline: yellow_cards 2, red_cards 0."
Walter,Walter,1,Walter,Walter | Pierluigi Gollini | Kim Joonhong | Fraser Forster | Sam Johnstone,"Walter is a BRA football player who plays for Mirassol as a goalkeeper (GK). Age: 37 Born: 1987. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 7, starts 7, minutes_played 630, full_match_equivalents 7.0. Discipline: yellow_cards 1, red_cards 0."
Wanderson,Wanderson,1,Wanderson,Wanderson | Chrislain Matsima | Alan Ruiz | Claudio Falcão | Owen Wolff,"Wanderson is a BRA football player who plays for Cruzeiro as a forward (FW). Age: 30 Born: 1994. Attacking output: goals 0, assists 0, expected_goals 1.8, expected_assists 1.4, non_penalty_expected_goals 1.8, expected_goal_involvements 0.29. Progression: progressive_carries 28, progressive_passes 22, progressive_receptions 54. Usage: matches_played 13, starts 13, minutes_played 1020, full_match_equivalents 11.3. Discipline: yellow_cards 1, red_cards 0."
Deivid Washington,Deivid Washington,1,Deivid Washington,Deivid Washington | Gabriel Bontempo | João Pedro Chermont | Santino Andino | Benjamín Rollheiser,"Deivid Washington is a BRA football player who plays for Santos as a forward (FW). Age: 20 Born: 2005. Attacking output: goals 1, assists 0, expected_goals 0.8, expected_assists 0.1, non_penalty_expected_goals 0.8, expected_goal_involvements 0.2. Progression: progressive_carries 3, progressive_passes 9, progressive_receptions 24. Usage: matches_played 13, starts 3, minutes_played 405, full_match_equivalents 4.5. Discipline: yellow_cards 0, red_cards 0."
José Welison,José Welison,1,José Welison,José Welison | Agustín Lagos | Jair | Yago | Jeremías Lázaro,"José Welison is a BRA football player who plays for Fortaleza as a midfielder (MF). Age: 30 Born: 1995. Attacking output: goals 0, assists 0, expected_goals 0.2, expected_assists 0.1, non_penalty_expected_goals 0.2, expected_goal_involvements 0.06. Progression: progressive_carries 2, progressive_passes 21, progressive_receptions 7. Usage: matches_played 8, starts 4, minutes_played 423, full_match_equivalents 4.7. Discipline: yellow_cards 2, red_cards 0."
Wendell,Wendell,1,Wendell,Wendell | Cédric Soares | Luciano | Alisson | Wendell,"Wendell is a BRA football player who plays for São Paulo as a defender (DF). Age: 32 Born: 1993. Attacking output: goals 0, assists 1, expected_goals 0.1, expected_assists 0.6, non_penalty_expected_goals 0.1, expected_goal_involvements 0.14. Progression: progressive_carries 10, progressive_passes 23, progressive_receptions 24. Usage: matches_played 9, starts 7, minutes_played 504, full_match_equivalents 5.6. Discipline: yellow_cards 0, red_cards 0."
Wesley,Wesley,1,Wesley,Wesley | Igor | Javi Galán | Mikey Moore | Sven Kums,"Wesley is a BRA football player who plays for Flamengo as a defender (DF). Age: 21 Born: 2003. Attacking output: goals 0, assists 2, expected_goals 0.2, expected_assists 1.0, non_penalty_expected_goals 0.2, expected_goal_involvements 0.13. Progression: progressive_carries 29, progressive_passes 40, progressive_receptions 107. Usage: matches_played 10, starts 10, minutes_played 892, full_match_equivalents 9.9. Discipline: yellow_cards 3, red_cards 0."
